,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
203,40,1,905,2,19,2,4,3,1,99,3,2,8,4,1,2741,16523,8,1,15,3,3,1,15,2,4,7,2,3,7,0
204,38,1,1180,2,29,1,4,2,1,70,3,2,2,1,1,6673,11354,7,1,19,3,2,0,17,2,3,1,0,0,0,1
205,29,1,121,1,27,3,3,2,0,35,3,3,7,4,1,7639,24525,1,0,22,4,4,3,10,3,2,10,4,1,9,1
206,22,1,1136,2,5,3,5,4,1,60,4,1,6,2,0,2328,12392,1,1,16,3,1,1,4,2,2,4,2,2,2,0
207,36,2,635,2,18,1,4,2,0,73,3,1,8,4,2,2153,7703,1,0,13,3,1,0,8,2,3,8,1,1,7,0
208,40,0,1151,2,9,5,5,4,1,63,2,2,2,4,1,4876,14242,9,0,14,3,4,1,5,5,1,3,2,0,2,0
209,46,1,644,2,1,4,4,4,1,97,3,3,2,1,0,9396,12368,7,0,16,3,3,1,17,3,3,4,2,0,3,0
210,32,1,1045,1,4,4,4,4,1,32,1,3,7,4,1,10400,25812,1,0,11,3,3,0,14,2,2,14,8,9,8,1
211,30,0,829,2,1,1,5,3,1,88,2,3,3,3,2,8474,20925,1,0,22,4,3,0,12,2,3,11,8,5,8,0
212,27,2,1242,1,20,3,5,4,0,90,3,2,7,3,2,9981,12916,1,0,14,3,4,0,7,2,3,7,7,0,7,0
213,51,1,1469,2,8,4,5,2,1,81,2,3,0,2,1,12490,15736,5,0,16,3,4,2,16,5,1,10,9,4,7,0
214,30,1,1005,2,3,3,2,4,0,88,3,1,6,1,2,2657,8556,5,1,11,3,3,0,8,5,3,5,2,0,4,1
215,41,1,896,1,6,3,5,4,0,75,3,3,1,4,2,13591,14674,3,1,18,3,3,0,16,3,3,1,0,0,0,0
216,30,2,334,1,26,4,3,3,0,52,2,2,7,1,2,6696,22967,5,0,15,3,3,0,9,5,2,6,3,0,1,1
217,29,1,992,2,1,3,2,3,1,85,3,1,6,3,2,2058,19757,0,0,14,3,4,0,7,1,2,6,2,1,5,1
218,45,0,1052,1,6,3,4,4,0,57,2,3,7,4,2,8865,16840,6,0,12,3,4,0,23,2,3,19,7,12,8,0
219,54,1,1147,1,3,3,3,4,0,52,3,2,7,1,1,5940,17011,2,0,14,3,4,1,16,4,3,6,2,0,5,0
220,36,1,1396,2,5,2,5,4,1,62,3,2,8,2,2,5914,9945,8,0,16,3,4,0,16,3,4,13,11,3,7,0
221,33,1,147,2,4,4,4,3,0,47,2,1,6,2,1,2622,13248,6,0,21,4,4,0,7,3,3,3,2,1,1,0
222,37,2,663,2,11,3,1,2,1,47,3,3,0,4,0,12185,10056,1,1,14,3,3,3,10,1,3,10,8,0,7,0
223,38,1,119,1,3,3,5,1,1,76,3,3,7,3,0,10609,9647,0,0,12,3,3,2,17,6,2,16,10,5,13,0
224,31,0,979,2,1,4,4,3,1,90,1,2,3,3,1,4345,4381,0,0,12,3,4,1,6,2,3,5,4,1,4,0
225,59,1,142,2,3,3,5,3,1,70,2,1,6,4,1,2177,8456,3,0,17,3,1,1,7,6,3,1,0,0,0,0
226,37,2,319,1,4,4,3,1,1,41,3,1,5,4,0,2793,2539,4,0,17,3,3,1,13,2,3,9,8,5,8,0
227,29,2,1413,1,1,1,4,2,0,42,3,3,7,4,1,7918,6599,1,0,14,3,4,1,11,5,3,11,10,4,1,0
228,35,2,944,1,1,3,3,3,0,92,3,3,7,3,2,8789,9096,1,0,14,3,1,0,10,3,4,10,7,0,8,0
229,29,1,896,2,18,1,4,3,1,86,2,1,6,4,2,2389,14961,1,1,13,3,3,0,4,3,2,4,3,0,1,1
230,52,1,1323,2,2,3,5,3,0,89,2,1,8,4,2,3212,3300,7,0,15,3,2,0,6,3,2,2,2,2,2,0
231,42,1,532,2,4,2,2,3,1,58,3,5,1,4,1,19232,4933,1,0,11,3,4,0,22,3,3,22,17,11,15,0
232,59,1,818,0,6,2,4,2,1,52,3,1,4,3,1,2267,25657,8,0,17,3,4,0,7,2,2,2,2,2,2,0
233,50,1,854,1,1,4,4,4,0,68,3,5,1,4,0,19517,24118,3,0,11,3,3,1,32,3,2,7,0,0,6,0
234,33,1,813,2,14,3,4,3,1,58,3,1,8,4,1,2436,22149,5,1,13,3,3,1,8,2,1,5,4,0,4,1
235,43,1,1034,1,16,3,3,4,0,80,3,4,1,4,1,16064,7744,5,1,22,4,3,1,22,3,3,17,13,1,9,0
236,33,1,465,2,2,2,5,1,0,39,3,1,8,1,1,2707,21509,7,0,20,4,1,0,13,3,4,9,7,1,7,1
237,52,0,771,1,2,4,5,1,1,79,2,5,1,3,2,19068,21030,1,1,18,3,4,0,33,2,4,33,7,15,12,0
238,32,1,1401,1,4,2,5,3,0,56,3,1,5,2,1,3931,20990,2,0,11,3,1,1,6,5,3,4,3,1,2,0
239,32,1,515,2,1,3,5,4,1,62,2,1,8,3,2,3730,9571,0,1,14,3,4,0,4,2,1,3,2,1,2,1
240,39,1,1431,2,1,4,4,3,0,96,3,1,8,3,0,2232,15417,7,0,14,3,3,3,7,1,3,3,2,1,2,0
241,32,0,976,1,26,4,3,3,1,100,3,2,7,4,1,4465,12069,0,0,18,3,1,0,4,2,3,3,2,2,2,0
242,41,1,1411,2,19,2,5,3,1,36,3,2,6,1,0,3072,19877,2,0,16,3,1,2,17,2,2,1,0,0,0,0
243,40,1,1300,2,24,2,2,1,1,62,3,2,6,4,0,3319,24447,1,0,17,3,1,2,9,3,3,9,8,4,7,0
244,45,1,252,2,1,3,1,3,1,70,4,5,1,4,1,19202,15970,0,0,11,3,3,1,25,2,3,24,0,1,7,0
245,31,2,1327,2,3,4,4,2,1,73,3,3,0,3,0,13675,13523,9,0,12,3,1,1,9,3,3,2,2,2,2,0
246,33,1,832,2,5,4,5,3,0,63,2,1,6,4,1,2911,14776,1,0,13,3,3,1,2,2,2,2,2,0,2,0
247,34,1,470,2,2,4,5,4,1,84,2,2,3,1,1,5957,23687,6,0,13,3,2,1,13,3,3,11,9,5,9,0
248,37,1,1017,2,1,2,4,3,0,83,2,1,6,1,1,3920,18697,2,0,14,3,1,1,17,2,2,3,1,0,2,0
249,45,2,1199,2,7,4,5,1,1,77,4,2,3,3,1,6434,5118,4,0,17,3,4,1,9,1,3,3,2,0,2,0
250,37,2,504,2,10,3,4,1,1,61,3,3,3,3,0,10048,22573,6,0,11,3,2,2,17,5,3,1,0,0,0,1
251,39,2,505,2,2,4,2,3,0,64,3,3,2,3,2,10938,6420,0,0,25,4,4,0,20,1,3,19,6,11,8,0
252,29,1,665,2,15,3,5,3,1,60,3,1,6,4,2,2340,22673,1,0,19,3,1,0,6,1,3,6,5,1,5,0
253,42,1,916,2,17,2,5,4,0,82,4,2,6,1,2,6545,23016,3,1,13,3,3,0,10,1,3,3,2,0,2,0
254,29,1,1247,1,20,2,3,4,1,45,3,2,7,4,0,6931,10732,2,0,14,3,4,1,10,2,3,3,2,0,2,0
255,25,1,685,2,1,3,5,1,0,62,3,2,3,3,1,4898,7505,0,0,12,3,4,2,5,3,3,4,2,1,2,0
256,42,1,269,2,2,3,4,4,0,56,2,1,8,1,0,2593,8007,0,1,11,3,3,1,10,4,3,9,6,7,8,0
257,40,1,1416,2,2,2,4,1,1,49,3,5,0,3,0,19436,5949,0,0,19,3,4,1,22,5,3,21,7,3,9,0
258,51,1,833,2,1,3,5,3,1,96,3,1,6,4,1,2723,23231,1,0,11,3,2,0,1,0,2,1,0,0,0,0
259,31,2,307,2,29,2,4,3,1,71,2,1,8,2,2,3479,11652,0,0,11,3,2,0,6,2,4,5,4,1,4,1
260,32,2,1311,2,7,3,5,2,1,100,4,1,8,2,1,2794,26062,1,0,20,4,3,0,5,3,1,5,1,0,3,0
261,38,0,1327,1,2,2,5,4,1,39,2,2,7,4,1,5249,19682,3,0,18,3,4,1,13,0,3,8,7,7,5,0
262,32,1,128,2,2,1,2,4,1,84,2,2,8,1,2,2176,19737,4,0,13,3,4,0,9,5,3,6,2,0,4,0
263,46,1,488,1,2,3,2,3,0,75,1,4,1,2,1,16872,14977,3,1,12,3,2,1,28,2,2,7,7,7,7,0
264,28,1,529,2,2,4,5,1,1,79,3,1,8,3,2,3485,14935,2,0,11,3,3,0,5,5,1,0,0,0,0,1
265,29,1,1210,1,2,3,4,1,1,78,2,2,7,2,1,6644,3687,2,0,19,3,2,2,10,2,3,0,0,0,0,0
266,31,1,1463,2,23,3,4,2,1,64,2,2,2,4,1,5582,14408,0,0,21,4,2,1,10,2,3,9,0,7,8,0
267,25,0,675,2,5,2,5,2,1,85,4,2,2,1,0,4000,18384,1,0,12,3,4,2,6,2,3,6,3,1,5,0
268,45,1,1385,2,20,2,4,3,1,79,3,4,2,4,1,13496,7501,0,1,14,3,2,0,21,2,3,20,7,4,10,0
269,36,1,1403,2,6,3,5,4,1,47,3,1,8,4,1,3210,20251,0,0,11,3,3,1,16,4,3,15,13,10,11,0
270,55,1,452,2,1,3,4,4,1,81,3,5,1,1,2,19045,18938,0,1,14,3,3,0,37,2,3,36,10,4,13,0
271,47,0,666,2,29,4,5,1,1,88,3,3,1,2,1,11849,10268,1,1,12,3,4,1,10,2,2,10,7,9,9,1
272,28,1,1158,2,9,3,4,4,1,94,3,1,6,4,1,2070,2613,1,0,23,4,4,1,5,3,2,5,2,0,4,0
273,37,1,228,1,6,4,4,3,1,98,3,2,7,4,1,6502,22825,4,0,14,3,2,1,7,5,4,5,4,0,1,0
274,21,1,996,2,3,2,4,4,1,100,2,1,6,3,2,3230,10531,1,0,17,3,1,0,3,4,4,3,2,1,0,0
275,37,0,728,2,1,4,4,1,0,80,3,3,0,4,0,13603,11677,2,1,18,3,1,2,15,2,3,5,2,0,2,0
276,35,1,1315,2,22,3,5,2,0,71,4,3,1,2,0,11996,19100,7,0,18,3,2,1,10,6,2,7,7,6,2,0
277,38,1,322,1,7,2,4,1,0,44,4,2,7,1,0,5605,19191,1,1,24,4,3,1,8,3,3,8,0,7,7,0
278,26,2,1479,2,1,3,5,3,0,84,3,2,3,2,0,6397,26767,1,0,20,4,1,1,6,6,1,6,5,1,4,0
279,50,1,797,2,4,1,5,1,1,96,3,5,0,2,0,19144,15815,3,0,14,3,1,2,28,4,2,10,4,1,6,0
280,53,1,1070,2,3,4,4,3,1,45,3,4,0,3,1,17584,21016,3,1,16,3,4,3,21,5,2,5,3,1,3,0
281,42,1,635,1,1,1,5,2,1,99,3,2,7,3,1,4907,24532,1,0,25,4,3,0,20,3,3,20,16,11,6,0
282,29,2,442,1,2,2,5,2,1,44,3,2,7,4,2,4554,20260,1,0,18,3,1,0,10,3,2,10,7,0,9,0
283,55,1,147,2,20,2,2,2,1,37,3,2,8,4,1,5415,15972,3,1,19,3,4,1,12,4,3,10,7,0,8,0
284,26,2,496,2,11,2,4,1,1,60,3,2,2,1,1,4741,22722,1,1,13,3,3,1,5,3,3,5,3,3,3,0
285,37,1,1372,2,1,3,5,4,0,42,3,1,6,4,2,2115,15881,1,0,12,3,2,0,17,3,3,17,12,5,7,0
286,44,2,920,2,24,3,5,4,1,43,3,1,8,3,0,3161,19920,3,1,22,4,4,1,19,0,1,1,0,0,0,1
287,38,1,688,2,23,4,5,4,1,82,3,2,2,4,0,5745,18899,9,0,14,3,2,1,10,2,3,2,2,1,2,0
288,26,1,1449,2,16,4,4,1,1,45,3,1,8,2,0,2373,14180,2,1,13,3,4,1,5,2,3,3,2,0,2,1
289,28,1,1117,2,8,2,5,4,0,66,3,1,6,4,2,3310,4488,1,0,21,4,4,0,5,3,3,5,3,0,2,0
290,49,2,636,2,10,4,5,3,0,35,3,5,0,1,2,18665,25594,9,1,11,3,4,0,22,4,3,3,2,1,2,0
291,36,1,506,2,3,3,2,3,1,30,3,2,6,2,2,4485,26285,4,0,12,3,4,0,10,2,3,8,0,7,7,0
292,31,2,444,1,5,3,3,4,0,84,3,1,5,2,0,2789,3909,1,0,11,3,3,1,2,5,2,2,2,2,2,0
293,26,1,950,1,4,4,3,4,1,48,2,2,7,4,2,5828,8450,1,1,12,3,2,0,8,0,3,8,7,7,4,1
294,37,2,889,2,9,3,4,2,1,53,3,1,6,4,1,2326,11411,1,1,12,3,3,3,4,3,2,4,2,1,2,0
295,42,2,555,1,26,3,3,3,0,77,3,4,7,2,1,13525,14864,5,0,14,3,4,1,23,2,4,20,4,4,8,0
296,18,1,230,2,3,3,5,3,1,54,3,1,8,3,2,1420,25233,1,0,13,3,3,0,0,2,3,0,0,0,0,1
297,35,1,1232,1,16,3,3,3,1,96,3,3,7,2,1,8020,5100,0,0,15,3,3,2,12,3,2,11,9,6,9,0
298,36,2,566,2,18,4,5,3,1,81,4,1,8,4,1,3688,7122,4,0,18,3,4,2,4,2,3,1,0,0,0,0
299,51,1,1302,2,2,3,4,4,1,84,1,2,3,2,0,5482,16321,5,0,18,3,4,1,13,3,3,4,1,1,2,0
300,41,1,334,1,2,4,5,4,1,88,3,4,1,2,2,16015,15896,1,0,19,3,2,0,22,2,3,22,10,0,4,0
301,18,1,812,1,10,3,4,4,0,69,2,1,5,3,2,1200,9724,1,0,12,3,1,0,0,2,3,0,0,0,0,0
302,28,1,1476,2,16,2,4,2,1,68,4,2,2,1,2,5661,4824,0,0,19,3,3,0,9,2,3,8,3,0,7,0
303,31,1,218,1,7,3,2,2,1,100,4,2,7,4,1,6929,12241,4,0,11,3,2,1,10,3,2,8,7,7,7,0
304,39,1,1132,2,1,3,4,3,1,48,4,3,2,4,0,9613,10942,0,0,17,3,1,3,19,5,2,18,10,3,7,0
305,36,0,1105,2,24,4,5,2,0,47,3,2,8,2,1,5674,6927,7,0,15,3,3,1,11,3,3,9,8,0,8,0
306,32,1,906,1,7,3,5,4,1,91,2,2,7,3,1,5484,16985,1,0,14,3,3,1,13,3,2,13,8,4,8,0
307,38,1,849,2,25,2,5,1,0,81,2,3,0,2,1,12061,26707,3,0,17,3,3,1,19,2,3,10,8,0,1,0
308,58,0,390,2,1,4,5,4,1,32,1,2,2,3,0,5660,17056,2,1,13,3,4,1,12,2,3,5,3,1,2,0
309,31,1,691,2,5,4,2,3,1,86,3,1,6,4,1,4821,10077,0,1,12,3,3,1,6,4,3,5,2,0,3,0
310,31,1,106,0,2,3,0,1,1,62,2,2,4,1,1,6410,17822,3,0,12,3,4,0,9,1,3,2,2,1,0,0
311,45,2,1249,2,7,3,5,1,1,97,3,3,8,1,0,5210,20308,1,0,18,3,1,1,24,2,3,24,9,9,11,0
312,31,1,192,2,2,4,5,3,1,32,3,1,6,4,0,2695,7747,0,1,18,3,2,1,3,2,1,2,2,2,2,0
313,33,2,553,2,5,4,5,4,0,74,3,3,1,2,1,11878,23364,6,0,11,3,2,2,12,2,3,10,6,8,8,0
314,39,1,117,2,10,1,4,3,1,99,3,4,1,1,1,17068,5355,1,1,14,3,4,0,21,3,3,21,9,11,10,0
315,43,2,185,2,10,4,5,3,0,33,3,1,8,4,2,2455,10675,0,0,19,3,1,0,9,5,3,8,7,1,7,0
316,49,1,1091,2,1,2,2,3,0,90,2,4,2,3,2,13964,17810,7,1,12,3,4,0,25,2,3,7,1,0,7,0
317,52,1,723,2,8,4,4,3,1,85,2,2,6,2,1,4941,17747,2,0,15,3,1,0,11,3,2,8,2,7,7,1
318,27,1,1220,2,5,3,5,3,0,85,3,1,6,2,2,2478,20938,1,1,12,3,2,0,4,2,2,4,3,1,2,0
319,32,1,588,1,8,2,2,3,0,65,2,2,7,2,1,5228,24624,1,1,11,3,4,0,13,2,3,13,12,11,9,0
320,27,1,1377,1,2,3,5,4,1,74,3,2,7,3,2,4478,5242,1,1,11,3,1,0,5,3,3,5,4,0,4,0
321,31,1,691,1,7,3,3,4,1,73,3,2,7,4,0,7547,7143,4,0,12,3,4,3,13,3,3,7,7,1,7,0
322,32,1,1018,2,2,4,4,1,0,74,4,2,6,4,2,5055,10557,7,0,16,3,3,0,10,0,2,7,7,0,7,0
323,28,1,1157,2,2,4,4,1,1,84,1,1,6,4,1,3464,24737,5,1,13,3,4,0,5,4,2,3,2,2,2,1
324,30,1,1275,2,28,2,4,4,0,64,3,2,6,4,1,5775,11934,1,0,13,3,4,2,11,2,3,10,8,1,9,0
325,31,2,798,2,7,2,5,3,0,48,2,3,3,3,1,8943,14034,1,0,24,4,1,1,10,2,3,10,9,8,9,0
326,39,2,672,2,7,2,4,3,1,54,2,5,1,4,1,19272,21141,1,0,15,3,1,1,21,2,3,21,9,13,3,0
327,39,1,1162,1,3,2,4,4,0,41,3,2,7,3,1,5238,17778,4,1,18,3,1,0,12,3,2,1,0,0,0,1
328,33,2,508,1,10,3,3,2,1,46,2,2,7,4,2,4682,4317,3,0,14,3,3,0,9,6,2,7,7,0,1,0
329,47,1,1482,2,5,5,5,4,1,42,3,5,0,3,1,18300,16375,4,0,11,3,2,1,21,2,3,3,2,1,1,0
330,43,2,559,2,10,4,5,3,0,82,2,2,8,3,0,5257,6227,1,0,11,3,2,1,9,3,4,9,7,0,0,0
331,27,0,210,1,1,1,3,3,1,73,3,2,7,2,1,6349,22107,0,1,13,3,4,1,6,0,3,5,4,1,4,0
332,54,2,928,2,20,4,5,4,0,31,3,2,6,3,2,4869,16885,3,0,12,3,4,0,20,4,2,4,3,0,3,0
333,43,1,1001,2,7,3,5,3,0,43,3,3,2,1,1,9985,9262,8,0,16,3,1,1,10,1,2,1,0,0,0,0
334,45,1,549,2,8,4,1,4,1,75,3,2,6,4,1,3697,9278,9,0,14,3,1,2,12,3,3,10,9,9,8,0
335,40,1,1124,1,1,2,4,2,1,57,1,2,7,4,1,7457,13273,2,1,22,4,3,3,6,2,2,4,3,0,2,0
336,29,1,318,2,8,4,1,2,1,77,1,1,8,1,1,2119,4759,1,1,11,3,4,0,7,4,2,7,7,0,7,1
337,29,1,738,2,9,5,1,2,1,30,2,1,8,4,2,3983,7621,0,0,17,3,3,0,4,2,3,3,2,2,2,0
338,30,1,570,1,5,3,3,4,0,30,2,2,7,3,0,6118,5431,1,0,13,3,3,3,10,2,3,10,9,1,2,0
339,27,1,1130,1,8,4,3,2,0,56,3,2,7,2,1,6214,3415,1,0,18,3,1,1,8,3,3,8,7,0,7,0
340,37,1,1192,2,5,2,4,4,1,61,3,2,3,4,0,6347,23177,7,0,16,3,3,2,8,2,2,6,2,0,4,0
341,38,1,343,2,15,2,5,3,1,92,2,3,0,4,0,11510,15682,0,1,14,3,2,1,12,3,3,11,10,2,9,0
342,31,1,1232,2,7,4,4,3,0,39,3,3,3,4,2,7143,25713,1,1,14,3,3,0,11,2,2,11,9,4,10,0
343,29,1,144,1,10,1,3,4,0,39,2,2,7,2,0,8268,11866,1,1,14,3,1,2,7,2,3,7,7,1,7,0
344,35,1,1296,2,5,4,2,3,1,62,3,3,3,2,2,8095,18264,0,0,13,3,4,0,17,5,3,16,6,0,13,0
345,23,1,1309,2,26,1,5,3,1,83,3,1,6,4,0,2904,16092,1,0,12,3,3,2,4,2,2,4,2,0,2,0
346,41,1,483,2,6,3,4,4,1,95,2,2,3,2,2,6032,10110,6,1,15,3,4,0,8,3,3,5,4,1,2,0
347,47,2,1309,1,4,1,4,2,1,99,3,2,5,3,2,2976,25751,3,0,19,3,1,0,5,3,3,0,0,0,0,0
348,42,1,810,2,23,5,5,1,0,44,3,4,0,4,2,15992,15901,2,0,14,3,2,0,16,2,3,1,0,0,0,0
349,29,0,746,1,2,3,5,4,1,61,3,2,7,3,1,4649,16928,1,0,14,3,1,1,4,3,2,4,3,0,2,0
350,42,1,544,0,2,1,2,3,1,52,3,1,4,3,0,2696,24017,0,1,11,3,3,1,4,5,3,3,2,1,0,0
351,32,1,1062,2,2,3,4,3,0,75,3,1,8,2,1,2370,3956,1,0,13,3,3,1,8,4,3,8,0,0,7,0
352,48,1,530,1,29,1,4,1,0,91,3,3,1,3,1,12504,23978,3,0,21,4,2,1,15,3,1,0,0,0,0,0
353,37,1,1319,2,6,3,4,3,1,51,4,2,6,1,0,5974,17001,4,1,13,3,1,2,13,2,3,7,7,6,7,0
354,30,0,641,1,25,2,2,4,0,85,3,2,7,3,1,4736,6069,7,1,12,3,2,1,4,2,4,2,2,2,2,0
355,26,1,933,1,1,3,5,3,1,57,3,2,7,3,1,5296,20156,1,0,17,3,2,1,8,3,3,8,7,7,7,0
356,42,1,1332,2,2,4,1,1,1,98,2,2,2,4,2,6781,17078,3,0,23,4,2,0,14,6,3,1,0,0,0,0
357,21,2,756,1,1,1,2,1,0,99,2,1,5,2,2,2174,9150,1,1,11,3,3,0,3,3,3,3,2,1,2,1
358,36,0,845,1,1,5,4,4,0,45,3,2,7,4,2,6653,15276,4,0,15,3,2,0,7,6,3,1,0,0,0,0
359,36,2,541,1,3,4,4,1,1,48,2,3,7,4,1,9699,7246,4,0,11,3,1,1,16,2,3,13,9,1,12,0
360,57,1,593,2,1,4,4,4,1,88,3,2,2,3,1,6755,2967,2,0,11,3,3,0,15,2,3,3,2,1,2,0
361,40,1,1171,2,10,4,5,4,0,46,4,1,8,3,1,2213,22495,3,1,13,3,3,1,10,3,3,7,7,1,7,0
362,21,0,895,1,9,2,4,1,1,39,3,1,5,4,2,2610,2851,1,0,24,4,3,0,3,3,2,3,2,2,2,0
363,33,1,350,1,5,3,3,4,0,34,3,1,5,3,2,2851,9150,1,1,13,3,2,0,1,2,3,1,0,0,0,1
364,37,1,921,2,10,3,4,3,0,98,3,1,8,1,1,3452,17663,6,0,20,4,2,1,17,3,3,5,4,0,3,0
365,46,0,1144,2,7,4,4,3,0,30,3,2,3,3,1,5258,16044,2,0,14,3,3,0,7,2,4,1,0,0,0,0
366,41,2,143,1,4,3,3,1,1,56,3,2,7,2,2,9355,9558,1,0,18,3,3,0,8,5,3,8,7,7,7,1
367,50,1,1046,2,10,3,2,4,1,100,2,3,2,4,2,10496,2755,6,0,15,3,4,0,20,2,3,4,3,1,3,0
368,40,1,575,1,22,2,3,3,1,68,2,2,7,3,1,6380,6110,2,1,12,3,1,2,8,6,3,6,4,1,0,1
369,31,1,408,2,9,4,5,3,1,42,2,1,6,2,2,2657,7551,0,1,16,3,4,0,3,5,3,2,2,2,2,0
370,21,1,156,1,12,3,5,3,0,90,4,1,5,2,2,2716,25422,1,0,15,3,4,0,1,0,3,1,0,0,0,1
371,29,1,1283,2,23,3,5,4,1,54,3,1,6,4,2,2201,18168,9,0,16,3,4,0,6,4,3,3,2,1,2,0
372,35,1,755,2,9,4,5,3,1,97,2,2,2,2,2,6540,19394,9,0,19,3,3,0,10,5,3,1,1,0,0,0
373,27,1,1469,2,1,2,4,4,1,82,3,1,8,2,0,3816,17881,1,0,11,3,2,1,5,2,3,5,2,0,4,0
374,28,1,304,1,9,4,5,2,1,92,3,2,7,4,2,5253,20750,1,0,16,3,4,0,7,1,3,7,5,0,7,0
375,49,1,1261,2,7,3,1,2,1,31,2,3,2,3,2,10965,12066,8,0,24,4,3,0,26,2,3,5,2,0,0,0
376,51,1,1178,1,14,2,5,3,0,87,3,2,7,4,1,4936,14862,4,0,11,3,3,1,18,2,2,7,7,0,7,0
377,36,1,329,2,2,3,5,4,0,96,3,1,6,3,1,2543,11868,4,0,13,3,2,1,6,3,3,2,2,2,2,0
378,34,0,1362,1,19,3,3,1,1,67,4,2,7,4,2,5304,4652,8,1,13,3,2,0,9,3,2,5,2,0,4,1
379,55,1,1311,2,2,3,5,3,0,97,3,4,1,4,2,16659,23258,2,1,13,3,3,0,30,2,3,5,4,1,2,0
380,24,1,1371,1,10,4,3,4,0,77,3,2,7,3,0,4260,5915,1,1,12,3,4,1,5,2,4,5,2,0,3,0
381,30,1,202,1,2,1,2,3,1,72,3,1,5,2,1,2476,17434,1,0,18,3,1,1,1,3,3,1,0,0,0,0
382,26,2,575,2,3,1,2,3,1,73,3,1,6,1,2,3102,6582,0,0,22,4,3,0,7,2,3,6,4,0,4,1
383,22,1,253,2,11,3,4,1,0,43,3,1,6,2,1,2244,24440,1,0,13,3,4,1,2,1,3,2,1,1,2,0
384,36,1,164,1,2,2,4,2,1,61,2,3,7,3,1,7596,3809,1,0,13,3,2,2,10,2,3,10,9,9,0,0
385,30,2,464,2,4,3,2,3,1,40,3,1,6,4,2,2285,3427,9,1,23,4,3,0,3,4,3,1,0,0,0,1
386,37,1,1107,2,14,3,5,4,0,95,3,1,8,1,0,3034,26914,1,0,12,3,3,1,18,2,2,18,7,12,17,0
387,40,1,759,1,2,2,3,4,0,46,3,2,7,2,0,5715,22553,7,0,12,3,3,2,8,5,3,5,4,1,3,0
388,42,1,201,2,1,4,5,2,0,95,3,1,8,1,0,2576,20490,3,0,16,3,2,1,8,5,3,5,2,1,2,0
389,37,1,1305,2,10,4,5,3,1,49,3,2,3,2,2,4197,21123,2,1,12,3,4,0,18,2,2,1,0,0,1,0
390,43,1,982,2,12,3,5,1,1,59,2,4,0,2,0,14336,4345,1,0,11,3,3,1,25,3,3,25,10,3,9,0
391,40,1,555,2,2,3,4,2,0,78,2,2,8,3,1,3448,13436,6,0,22,4,2,1,20,3,3,1,0,0,0,0
392,54,1,821,2,5,2,4,1,1,86,3,5,0,1,1,19406,8509,4,0,11,3,3,1,24,4,2,4,2,1,2,0
393,34,0,1381,1,4,4,3,3,0,72,3,2,7,3,1,6538,12740,9,0,15,3,1,1,6,3,3,3,2,1,2,0
394,31,1,480,2,7,2,4,2,0,31,3,2,3,1,1,4306,4156,1,0,12,3,2,1,13,5,1,13,10,3,12,0
395,43,2,313,2,21,3,4,4,1,61,3,1,8,4,1,2258,15238,7,0,20,4,1,1,8,1,3,3,2,1,2,0
396,43,1,1473,2,8,4,1,3,0,74,3,2,2,3,0,4522,2227,4,1,14,3,4,0,8,3,3,5,2,0,2,0
397,25,1,891,1,4,2,5,2,0,99,2,2,7,4,2,4487,12090,1,1,11,3,2,0,5,3,3,5,4,1,3,0
398,37,0,1063,2,25,5,4,2,0,72,3,2,6,3,1,4449,23866,3,1,15,3,1,2,15,2,3,13,11,10,7,0
399,31,1,329,2,1,2,5,4,1,98,2,1,8,1,1,2218,16193,1,0,12,3,3,1,4,3,3,4,2,3,2,0
400,39,2,1218,2,1,1,5,2,1,52,3,5,1,3,0,19197,8213,1,1,14,3,3,1,21,3,3,21,8,1,6,0
401,56,2,906,1,6,3,5,3,0,86,4,4,7,1,1,13212,18256,9,0,11,3,4,3,36,0,2,7,7,7,7,0
402,30,1,1082,1,12,3,2,2,0,83,3,2,7,3,2,6577,19558,0,0,11,3,2,0,6,6,3,5,4,4,4,0
403,41,1,645,1,1,3,3,2,1,49,4,3,7,1,1,8392,19566,1,0,16,3,3,1,10,2,3,10,7,0,7,0
404,28,1,1300,2,17,2,4,3,1,79,3,2,8,1,0,4558,13535,1,0,12,3,4,1,10,2,3,10,0,1,8,0
405,25,1,688,2,3,3,4,1,1,91,3,1,8,1,1,4031,9396,5,0,13,3,3,1,6,5,3,2,2,0,2,1
406,52,1,319,2,3,3,4,4,1,39,2,3,3,3,1,7969,19609,2,1,14,3,3,0,28,4,3,5,4,0,4,0
407,45,1,192,2,10,2,5,1,1,69,3,1,6,4,1,2654,9655,3,0,21,4,4,2,8,3,2,2,2,0,2,0
408,52,1,1490,2,4,2,5,4,0,30,3,4,1,4,1,16555,10310,2,0,13,3,4,0,31,2,1,5,2,1,4,0
409,42,2,532,2,29,2,5,1,0,92,3,2,6,3,0,4556,12932,2,0,11,3,2,1,19,3,3,5,4,0,2,0
